track_id,rms,spectral,rolloff,Chromatic scale,Predominant Key,MFCC,key,mode,scale_name,key_full,key_correlation,scale_correlation,scale_pitches
35,0.22339422,1795.397150238734,3892.6340094305447,0.25898108,F,-112.34568,F,major,Neapolitan Major,F Neapolitan Major,1.7599050998687744,0.09435534051486424,"F4, F#4, G#4, A#4, C5, D5, E5, F5"
37,0.14732508,1972.6549748788525,4057.6990375322166,0.42142934,B,-79.925415,B,minor,Minor Pentatonic,B Minor Pentatonic,1.5800803899765015,0.09075650572776794,"B4, D5, E5, F#5, A5, B5"
39,0.19479445,2513.5767378532037,4560.8788609688945,0.3520492,E,-35.67884,E,minor,Minor Pentatonic,E Minor Pentatonic,1.5169827938079834,0.09837484508752822,"E4, G4, A4, B4, D5, E5"
40,0.0958934,1550.2667421456586,3337.35804373551,0.3350821,B,-185.59328,B,arabic,Arabic,B Arabic,1.2219115495681763,0.09042352544409889,"B4, C5, D#5, E5, F#5, G5, A#5, B5"
41,0.16467169,1581.3492725938117,3087.572738804768,0.41793284,C#,-69.16498,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.54879629611969,0.09948602765798568,"C#4, E4, F#4, G#4, B4, C#5"
42,0.14664641,1644.5561426350966,3344.4505325789305,0.47541243,A,-82.11519,A,minor,Minor Pentatonic,A Minor Pentatonic,1.4922462701797485,0.09151757955551147,"A4, C5, D5, E5, G5, A5"
43,0.4895953,1766.550602133193,3571.675773699259,0.434215,C#,42.764454,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.507744312286377,0.090951107442379,"C#4, E4, F#4, G#4, B4, C#5"
44,0.12093499,1655.2737147057287,3472.833931519813,0.33517104,D,-155.37282,D,minor,Minor Pentatonic,D Minor Pentatonic,1.6574070453643799,0.0955050989985466,"D4, F4, G4, A4, C5, D5"
45,0.3396349,1357.238728439265,2574.804196954695,0.3521296,A,-41.7696,A,major,Major Pentatonic,A Major Pentatonic,1.5045225620269775,0.09473926350474357,"A4, B4, C#5, E5, F#5, A5"
46,0.12077606,1816.169439181116,3771.873515020941,0.35261986,D,-149.70393,D,arabic,Arabic,D Arabic,1.777105450630188,0.09643163957766124,"D4, D#4, F#4, G4, A4, A#4, C#5, D5"
47,0.1356617,1620.7987508719084,3411.109115757893,0.40837494,E,-119.37346,E,minor,Hungarian Minor,E Hungarian Minor,1.4599064588546753,0.09565804153680801,"E4, F#4, G4, A#4, B4, C5, D#5, E5"
48,0.10523248,1708.1636392054543,3398.7774721125966,0.47895995,D#,-125.709694,D#,minor,Minor Pentatonic,D# Minor Pentatonic,1.565841555595398,0.09358874857425689,"D#4, F#4, G#4, A#4, C#5, D#5"
49,0.21692583,1463.3008350442528,2687.0131526516616,0.31908616,E,-96.655464,E,minor,Minor Pentatonic,E Minor Pentatonic,1.7732770442962646,0.09681094959378242,"E4, G4, A4, B4, D5, E5"
50,0.10674472,864.4710996964566,1721.624520020286,0.31299424,A,-315.45404,A,arabic,Arabic,A Arabic,1.4352118968963623,0.09339294476168496,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
51,0.14691325,1205.1689858738582,2545.404515455776,0.39073917,G,-197.31232,G,major,Major Pentatonic,G Major Pentatonic,1.31102454662323,0.09233280867338181,"G4, A4, B4, D5, E5, G5"
52,0.42274892,1738.6946925934844,3769.89142345682,0.42818806,C,-8.532457,C,minor,Minor Pentatonic,C Minor Pentatonic,1.3044242858886719,0.09088420271873474,"C4, D#4, F4, G4, A#4, C5"
53,0.09579417,1452.8034070035335,2750.2925914074576,0.3915116,E,-157.07037,E,major,Major Pentatonic,E Major Pentatonic,1.5971204042434692,0.09705632477998734,"E4, F#4, G#4, B4, C#5, E5"
54,0.14002994,1257.7440779605529,2522.8922358247423,0.3917374,C,-205.64288,C,arabic,Arabic,C Arabic,1.595340609550476,0.09168629774025508,"C4, C#4, E4, F4, G4, G#4, B4, C5"
55,0.12122516,1308.310090659306,2492.3406164424937,0.27099887,F#,-184.87827,F#,major,Major Pentatonic,F# Major Pentatonic,1.6602481603622437,0.09905741363763809,"F#4, G#4, A#4, C#5, D#5, F#5"
56,0.26073712,2048.906107748656,3920.8679104883113,0.33216268,A#,-25.41714,A#,major,Major Pentatonic,A# Major Pentatonic,1.7591150999069214,0.10133880227804185,"A#4, C5, D5, F5, G5, A#5"
58,0.1934295,1625.620466836732,3455.71836491221,0.3524027,B,-177.69382,B,arabic,Arabic,B Arabic,1.3006601333618164,0.09089924395084381,"B4, C5, D#5, E5, F#5, G5, A#5, B5"
59,0.3621804,1814.9816118277138,3553.3892004268687,0.3682703,D,12.372054,D,minor,Minor Pentatonic,D Minor Pentatonic,1.6978055238723755,0.10023354589939118,"D4, F4, G4, A4, C5, D5"
60,0.099963576,1654.75625943698,3473.5741357346405,0.40054408,D,-137.12688,D,minor,Minor Pentatonic,D Minor Pentatonic,1.721331238746643,0.0935773178935051,"D4, F4, G4, A4, C5, D5"
62,0.12063874,2008.7029411606434,3597.4205618479523,0.40188265,C,-110.90763,C,minor,Hungarian Minor,C Hungarian Minor,1.4830988645553589,0.09346233521189008,"C4, D4, D#4, F#4, G4, G#4, B4, C5"
64,0.11813646,1868.39950767149,4143.903997362275,0.40577513,E,-102.03148,E,minor,Minor Pentatonic,E Minor Pentatonic,1.8067528009414673,0.09714595228433609,"E4, G4, A4, B4, D5, E5"
65,0.1075971,2113.8204685722444,4271.776815198132,0.40183336,D,-115.97453,D,minor,Hungarian Minor,D Hungarian Minor,1.5242804288864136,0.091310979532344,"D4, E4, F4, G#4, A4, A#4, C#5, D5"
67,0.12108734,2244.5479634833255,4646.29057187017,0.41177866,A,-83.58054,A,major,Harmonic Major,A Harmonic Major,1.3505562543869019,0.08862329806600298,"A4, B4, C#5, D5, E5, F5, G#5, A5"
68,0.12728687,1494.147154380551,3113.12872814432,0.29895788,A#,-128.4168,A#,minor,Minor Pentatonic,A# Minor Pentatonic,2.529911994934082,0.10732250846922398,"A#4, C#5, D#5, F5, G#5, A#5"
69,0.035816528,1248.0896300651345,2482.7971798927742,0.2933311,A,-350.88486,A,arabic,Arabic,A Arabic,1.9915385246276855,0.10179360157677106,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
70,0.1241045,1883.9833252456847,3946.206311280429,0.35604775,D,-112.82854,D,arabic,Arabic,D Arabic,1.5123764276504517,0.09624246507883072,"D4, D#4, F#4, G4, A4, A#4, C#5, D5"
71,0.55931216,1817.786618906885,3721.4591806942653,0.32692596,C,41.69218,C,major,Major Pentatonic,C Major Pentatonic,1.4310829639434814,0.0953459769487381,"C4, D4, E4, G4, A4, C5"
72,0.23624647,2677.414912753881,5607.535643776565,0.3791247,E,-3.4018779,E,minor,Minor Pentatonic,E Minor Pentatonic,1.3562557697296143,0.0928591325879097,"E4, G4, A4, B4, D5, E5"
73,0.17245032,1534.3565552276227,2963.2338935109155,0.28407532,B,-152.15456,B,minor,Neapolitan Minor,B Neapolitan Minor,1.717879056930542,0.09800285207373756,"B4, C5, D5, E5, F#5, G5, A#5, B5"
74,0.065920316,1670.751741023435,3123.058125604059,0.3850878,B,-308.28543,B,major,Neapolitan Major,B Neapolitan Major,1.2194510698318481,0.08655268592493874,"B4, C5, D5, E5, F#5, G#5, A#5, B5"
76,0.31139123,718.1706019582476,1392.154880798969,0.46863884,D,-138.11256,D,major,Neapolitan Major,D Neapolitan Major,1.2614259719848633,0.08845168245690209,"D4, D#4, F4, G4, A4, B4, C#5, D5"
77,0.28727078,2030.700217180487,4343.6910538820875,0.34130707,D,-19.221756,D,minor,Minor Pentatonic,D Minor Pentatonic,1.760705828666687,0.09977600425481796,"D4, F4, G4, A4, C5, D5"
78,0.09061365,1429.0235991663226,2681.9437998348903,0.30629018,A,-291.34842,A,arabic,Arabic,A Arabic,1.526353359222412,0.09282643347978592,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
79,0.08553588,2579.493492187265,5236.2423234133375,0.38214052,D,-132.11023,D,minor,Minor Pentatonic,D Minor Pentatonic,1.3808645009994507,0.09109065681695938,"D4, F4, G4, A4, C5, D5"
80,0.19361055,2113.9707352371643,4587.85360769658,0.43276477,A,-102.95764,A,minor,Minor Pentatonic,A Minor Pentatonic,1.5812046527862549,0.09689348638057708,"A4, C5, D5, E5, G5, A5"
81,0.37573686,1992.7139647721472,4250.271361046231,0.39430675,A,2.8160927,A,minor,Harmonic Minor,A Harmonic Minor,1.401973843574524,0.0920307646904673,"A4, B4, C5, D5, E5, F5, G#5, A5"
82,0.14828071,1610.4571464619464,3708.089725455058,0.24781635,B,-231.59375,B,major,Neapolitan Major,B Neapolitan Major,2.082590341567993,0.09401719910757882,"B4, C5, D5, E5, F#5, G#5, A#5, B5"
83,0.0543002,2498.1420006623443,4809.912650511437,0.39618888,F#,-148.76842,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.5979185104370117,0.100176902115345,"F#4, A4, B4, C#5, E5, F#5"
84,0.14833876,2413.833182596373,4771.179821833945,0.40226892,A,-56.06583,A,major,Major Pentatonic,A Major Pentatonic,1.3368139266967773,0.08939438313245773,"A4, B4, C#5, E5, F#5, A5"
85,0.09544283,2278.005744912651,5008.517600777223,0.4461706,D,-101.27238,D,major,Major Pentatonic,D Major Pentatonic,1.4169460535049438,0.09273083880543709,"D4, E4, F#4, A4, B4, D5"
86,0.14570352,2918.600885511721,6450.930526709814,0.4464384,E,-106.12474,E,enigmatic,Enigmatic,E Enigmatic,1.3226748704910278,0.08823186584881373,"E4, F4, G#4, A#4, C5, D5, D#5, E5"
87,0.33176222,1135.2690093192732,2209.166857853555,0.3757157,E,-60.245823,E,arabic,Arabic,E Arabic,1.6376910209655762,0.09680610575846263,"E4, F4, G#4, A4, B4, C5, D#5, E5"
88,0.26059318,1981.9105753914962,4430.756231878222,0.43942955,E,-59.070652,E,minor,Minor Pentatonic,E Minor Pentatonic,1.4515154361724854,0.09400102943181991,"E4, G4, A4, B4, D5, E5"
89,0.110417284,1530.8961279658483,3123.2962606863407,0.3516571,D,-145.42378,D,minor,Hungarian Minor,D Hungarian Minor,2.6620733737945557,0.10376654299242156,"D4, E4, F4, G#4, A4, A#4, C#5, D5"
90,0.1328632,1544.05246379599,3368.825808116789,0.41586155,B,-197.5187,B,minor,Neapolitan Minor,B Neapolitan Minor,1.66275155544281,0.09444098759974752,"B4, C5, D5, E5, F#5, G5, A#5, B5"
91,0.048855025,2405.996080195618,5248.926271795305,0.48619676,F#,-268.75394,F#,minor,Neapolitan Minor,F# Neapolitan Minor,1.5068843364715576,0.08864832137312208,"F#4, G4, A4, B4, C#5, D5, F5, F#5"
92,0.45121792,1922.2147421059674,3829.7095745387364,0.37018728,B,47.437508,B,minor,Minor Pentatonic,B Minor Pentatonic,1.4709715843200684,0.0943929523229599,"B4, D5, E5, F#5, A5, B5"
93,0.14894193,2270.494093395082,4930.731870954888,0.36717668,A,-72.853455,A,minor,Melodic Minor,A Melodic Minor,1.6020431518554688,0.09125178573387009,"A4, B4, C5, D5, E5, F#5, G#5, A5"
95,0.03746595,1309.6561536873933,2728.9923595681994,0.29078645,G,-301.0245,G,minor,Minor Pentatonic,G Minor Pentatonic,2.559213161468506,0.10494735911488533,"G4, A#4, C5, D5, F5, G5"
96,0.061223388,2574.3892339694053,5857.818914823222,0.3339946,D,-178.27953,D,minor,Minor Pentatonic,D Minor Pentatonic,1.563112735748291,0.09724337384104728,"D4, F4, G4, A4, C5, D5"
98,0.16246955,1710.0849897488615,3217.2391581940688,0.36734352,G,-71.14881,G,major,Major Pentatonic,G Major Pentatonic,1.8402549028396606,0.10110127180814743,"G4, A4, B4, D5, E5, G5"
99,0.123741545,1855.8236793491822,3690.496876510148,0.4099635,D,-90.463844,D,minor,Minor Pentatonic,D Minor Pentatonic,1.4744030237197876,0.0993393450975418,"D4, F4, G4, A4, C5, D5"
101,0.032009397,1221.077230766784,2199.1823741789026,0.24917358,C,-400.2022,C,minor,Hungarian Minor,C Hungarian Minor,2.688239812850952,0.1073681472667626,"C4, D4, D#4, F#4, G4, G#4, B4, C5"
102,0.19174518,1412.4561123022572,2705.512182126642,0.32522437,D,-122.07741,D,major,Major Pentatonic,D Major Pentatonic,1.623102068901062,0.10045849084854126,"D4, E4, F#4, A4, B4, D5"
103,0.3351969,1046.4992211887238,2188.0385810109155,0.41640562,E,-76.31377,E,major,Neapolitan Major,E Neapolitan Major,1.4774528741836548,0.08918549226863044,"E4, F4, G4, A4, B4, C#5, D#5, E5"
104,0.2630194,1865.9486328805335,3735.6002689697643,0.3853454,G,-29.24053,G,major,Major Pentatonic,G Major Pentatonic,2.0433731079101562,0.09545393735170364,"G4, A4, B4, D5, E5, G5"
105,0.1934367,2118.1362552161027,4280.780812282651,0.41043314,G,-73.19708,G,minor,Neapolitan Minor,G Neapolitan Minor,1.6853532791137695,0.09149576191391263,"G4, G#4, A#4, C5, D5, D#5, F#5, G5"
106,0.14257249,1817.1243875350601,3547.1734304526417,0.2923559,B,-157.0883,B,minor,Minor Pentatonic,B Minor Pentatonic,2.057400703430176,0.10288119912147523,"B4, D5, E5, F#5, A5, B5"
107,0.27593848,1724.776300496955,3424.966952923647,0.39232695,G,-24.303679,G,major,Major Pentatonic,G Major Pentatonic,1.5931470394134521,0.09923904091119766,"G4, A4, B4, D5, E5, G5"
108,0.08993411,2850.654558753517,5615.911516192523,0.39161196,C#,-120.7127,C#,major,Major Pentatonic,C# Major Pentatonic,1.568523645401001,0.09625140726566314,"C#4, D#4, F4, G#4, A#4, C#5"
109,0.40972832,1310.4071198046845,2587.813733287693,0.27272496,F,-88.14119,F,minor,Minor Pentatonic,F Minor Pentatonic,1.6768290996551514,0.10070866942405701,"F4, G#4, A#4, C5, D#5, F5"
110,0.41470346,1198.7765380270557,2259.510082756121,0.34817162,E,-33.914955,E,minor,Minor Pentatonic,E Minor Pentatonic,1.8046926259994507,0.09815406948328018,"E4, G4, A4, B4, D5, E5"
111,0.04836147,1306.0308943443672,2401.30178549855,0.3405408,E,-296.10938,E,minor,Minor Pentatonic,E Minor Pentatonic,2.11625075340271,0.09770423173904419,"E4, G4, A4, B4, D5, E5"
112,0.22866634,2343.1369224975006,4567.281179526418,0.34863356,E,-15.897513,E,major,Major Pentatonic,E Major Pentatonic,1.7373011112213135,0.09272793233394623,"E4, F#4, G#4, B4, C#5, E5"
113,0.19373743,1589.7759485786673,3289.4742670747423,0.48411542,D,-61.69806,D,minor,Minor Pentatonic,D Minor Pentatonic,1.4195332527160645,0.09116207808256149,"D4, F4, G4, A4, C5, D5"
114,0.08844788,1615.9637288637641,3410.7428293129833,0.3143284,C#,-188.20668,C#,dorian,Dorian,C# Dorian,1.4616552591323853,0.0946464825953756,"C#4, D#4, E4, F#4, G#4, A#4, B4, C#5"
115,0.20963861,2505.02568023059,4809.958447039219,0.4077983,F#,-21.019844,F#,major,Major Pentatonic,F# Major Pentatonic,1.347599744796753,0.08895530998706817,"F#4, G#4, A#4, C#5, D#5, F#5"
116,0.26349112,1942.9487613921895,4380.292832906684,0.33485147,A,-77.91689,A,minor,Harmonic Minor,A Harmonic Minor,1.7620759010314941,0.09502333562288966,"A4, B4, C5, D5, E5, F5, G#5, A5"
117,0.044690665,1345.9502597057858,2608.4630008090226,0.27041134,C#,-309.37592,C#,major,Major Pentatonic,C# Major Pentatonic,1.6982355117797852,0.09497906938195229,"C#4, D#4, F4, G#4, A#4, C#5"
118,0.10245894,1796.2826030371002,3845.801234061051,0.5197996,E,-153.94211,E,arabic,Arabic,E Arabic,1.2257871627807617,0.08860475250652858,"E4, F4, G#4, A4, B4, C5, D#5, E5"
119,0.10128283,1592.043875183397,2671.7923619831918,0.35323265,G#,-174.48056,G#,minor,Minor Pentatonic,G# Minor Pentatonic,1.69400954246521,0.09948105961084366,"G#4, B4, C#5, D#5, F#5, G#5"
120,0.03960986,1711.4779100954931,3405.668552876256,0.31420988,D,-264.53772,D,arabic,Arabic,D Arabic,2.240642547607422,0.10157772632581848,"D4, D#4, F#4, G4, A4, A#4, C#5, D5"
121,0.06677343,2615.046174387911,5561.654530947971,0.28041834,D#,-259.615,D#,enigmatic,Enigmatic,D# Enigmatic,1.6153278350830078,0.09653242517794881,"D#4, E4, G4, A4, B4, C#5, D5, D#5"
122,0.35933417,1743.52198783805,3525.415793747585,0.35803595,G,-4.799988,G,major,Major Pentatonic,G Major Pentatonic,1.3061397075653076,0.09607964307069779,"G4, A4, B4, D5, E5, G5"
123,0.12180689,2381.765282393548,4916.7036713920015,0.39621788,D,-91.44402,D,phrygian,Phrygian,D Phrygian,1.4446972608566284,0.09295247495174408,"D4, E-4, F4, G4, A4, B-4, C5, D5"
124,0.21201804,1250.0957810744314,2099.9368380517076,0.32855925,G#,-105.30701,G#,minor,Neapolitan Minor,G# Neapolitan Minor,1.4697744846343994,0.09964014164039067,"G#4, A4, B4, C#5, D#5, E5, G5, G#5"
125,0.23830712,1252.599853193357,2480.5972510269007,0.30468726,A,-119.088165,A,minor,Minor Pentatonic,A Minor Pentatonic,1.4868570566177368,0.0918186441063881,"A4, C5, D5, E5, G5, A5"
126,0.14221738,1426.4995661251567,2736.902289412674,0.27931184,F#,-147.42049,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.4879629611968994,0.0983698308467865,"F#4, A4, B4, C#5, E5, F#5"
127,0.061244078,670.5433687112003,1002.1037978772218,0.22171201,C,-343.19064,C,major,Major Pentatonic,C Major Pentatonic,2.2128849029541016,0.11267874538898467,"C4, D4, E4, G4, A4, C5"
128,0.13225818,565.9412619357174,901.8595817837133,0.2451857,A,-284.9878,A,arabic,Arabic,A Arabic,2.2389330863952637,0.1142706950860364,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
129,0.16181804,1338.4524949482916,2734.0012422116497,0.3072502,D,-205.19197,D,minor,Minor Pentatonic,D Minor Pentatonic,1.4989676475524902,0.09844939857721328,"D4, F4, G4, A4, C5, D5"
130,0.058994148,931.3992080687921,1984.3845642719073,0.31768203,B,-410.3085,B,enigmatic,Enigmatic,B Enigmatic,1.922488808631897,0.10104106313415936,"B4, C5, D#5, F5, G5, A5, A#5, B5"
131,0.113274455,1625.9423986898403,3571.93794073609,0.4231255,F,-164.38719,F,minor,Minor Pentatonic,F Minor Pentatonic,1.7778433561325073,0.09581050425767898,"F4, G#4, A#4, C5, D#5, F5"
133,0.1424024,1083.7777920650947,1987.6700426868556,0.2548995,G#,-183.82819,G#,major,Neapolitan Major,G# Neapolitan Major,2.3744373321533203,0.10279796006424087,"G#4, A4, B4, C#5, D#5, F5, G5, G#5"
134,0.08723574,1721.131836006116,3464.4216923662093,0.3715411,A,-194.85072,A,major,Major Pentatonic,A Major Pentatonic,1.653237223625183,0.0981029063463211,"A4, B4, C#5, E5, F#5, A5"
135,0.037573025,1690.425142801203,2993.0431242151276,0.19505544,F#,-384.1877,F#,arabic,Arabic,F# Arabic,1.7435460090637207,0.10391681002719062,"F#4, G4, A#4, B4, C#5, D5, F5, F#5"
136,0.17978288,2545.6826458566993,5837.29618033183,0.42932582,A#,-84.832794,A#,minor,Minor Pentatonic,A# Minor Pentatonic,1.3451900482177734,0.09387717843055725,"A#4, C#5, D#5, F5, G#5, A#5"
137,0.009139275,933.8089694163282,1705.141098179768,0.20014349,G,-510.3656,G,minor,Minor Pentatonic,G Minor Pentatonic,2.297299385070801,0.09889699891209602,"G4, A#4, C5, D5, F5, G5"
138,0.07828947,723.9927609322789,1183.9600741402628,0.3312472,B,-294.6359,B,arabic,Arabic,B Arabic,1.7510511875152588,0.10025910181658608,"B4, C5, D#5, E5, F#5, G5, A#5, B5"
140,0.12372963,796.5109990540959,1626.1062928661129,0.391343,D,-215.9813,D,mixolydian,Mixolydian,D Mixolydian,1.6092710494995117,0.09324247496468681,"D4, E4, F#4, G4, A4, B4, C5, D5"
142,0.08006163,983.0010340808151,1848.9766092904754,0.27260637,D,-234.33243,D,dorian,Dorian,D Dorian,1.6760334968566895,0.10377300211361476,"D4, E4, F4, G4, A4, B4, C5, D5"
143,0.027910413,1181.0358553375197,2398.332645376933,0.24829055,A,-361.9426,A,locrian,Locrian,A Locrian,1.9593183994293213,0.10029370337724686,"A4, B-4, C5, D5, E-5, F5, G5, A5"
144,0.06983329,1595.4636974647235,3156.223698252255,0.24454442,G,-225.90323,G,major,Major Pentatonic,G Major Pentatonic,2.7813100814819336,0.11552129834890365,"G4, A4, B4, D5, E5, G5"
145,0.06460908,858.6357096694621,1386.5785295112055,0.22632454,C#,-347.11063,C#,phrygian,Phrygian,C# Phrygian,1.7111376523971558,0.10322365909814835,"C#4, D4, E4, F#4, G#4, A4, B4, C#5"
146,0.059852023,555.5564117220295,706.2601588716443,0.17041235,D#,-396.89005,D#,major,Major Pentatonic,D# Major Pentatonic,2.5879673957824707,0.10739374682307243,"D#4, F4, G4, A#4, C5, D#5"
148,0.240626,2618.977344259785,5724.013772551546,0.19314879,A,-50.149506,A,minor,Minor Pentatonic,A Minor Pentatonic,1.6806780099868774,0.10939363241195679,"A4, C5, D5, E5, G5, A5"
149,0.056770973,773.076417634126,1290.7774086529173,0.3866995,F,-314.90533,F,minor,Melodic Minor,F Melodic Minor,1.4247007369995117,0.08832092636397906,"F4, G4, A-4, B-4, C5, D5, E5, F5"
150,0.12107967,2100.539883472176,3638.3343568782216,0.2535417,E,-204.6923,E,minor,Minor Pentatonic,E Minor Pentatonic,1.5787893533706665,0.11159196794033051,"E4, G4, A4, B4, D5, E5"
151,0.07187072,879.25050489097,1522.1012545884853,0.24238577,A,-316.75232,A,minor,Minor Pentatonic,A Minor Pentatonic,1.7939841747283936,0.09765683710575104,"A4, C5, D5, E5, G5, A5"
152,0.09987544,1646.4948403216415,3321.222008730197,0.30073506,B,-161.79321,B,minor,Neapolitan Minor,B Neapolitan Minor,2.5331146717071533,0.10617441471133914,"B4, C5, D5, E5, F#5, G5, A#5, B5"
153,0.079390906,624.0093913417935,940.1722644175038,0.21926817,G,-333.1558,G,major,Major Pentatonic,G Major Pentatonic,1.770777940750122,0.10634351074695587,"G4, A4, B4, D5, E5, G5"
154,0.10874575,1130.363580137964,2096.270082170112,0.27678263,G,-215.87694,G,major,Major Pentatonic,G Major Pentatonic,1.3605427742004395,0.09668698459863663,"G4, A4, B4, D5, E5, G5"
155,0.13788734,1074.1672677288248,1971.181142532844,0.24537978,G,-212.89417,G,minor,Neapolitan Minor,G Neapolitan Minor,1.8936436176300049,0.1013917326927185,"G4, G#4, A#4, C5, D5, D#5, F#5, G5"
156,0.12926379,2305.2820818463465,4852.86399216335,0.34079468,G#,-83.386635,G#,locrian,Locrian,G# Locrian,1.3491941690444946,0.0936406861458506,"G#4, A4, B4, C#5, D5, E5, F#5, G#5"
157,0.054361507,1596.624086213894,3013.2284220440492,0.3048144,D,-305.01642,D,major,Major,D Major,1.533311128616333,0.09624256938695908,"D4, E4, F#4, G4, A4, B4, C#5, D5"
158,0.04362279,761.3972565960673,1118.317640914799,0.19201966,F,-408.66174,F,minor,Minor Pentatonic,F Minor Pentatonic,2.4635114669799805,0.11227036789059638,"F4, G#4, A#4, C5, D#5, F5"
159,0.04413525,619.8678665691292,1011.5003064021445,0.31391364,A,-363.3623,A,enigmatic,Enigmatic,A Enigmatic,2.957850694656372,0.10868359357118607,"A4, A#4, C#5, D#5, F5, G5, G#5, A5"
160,0.08752045,1525.9293561486027,3023.3682199091963,0.29902998,A,-164.11804,A,minor,Minor Pentatonic,A Minor Pentatonic,1.664680004119873,0.09411391615867615,"A4, C5, D5, E5, G5, A5"
161,0.042750627,974.8661821756477,1758.311950589258,0.38023496,A,-300.0751,A,minor,Minor Pentatonic,A Minor Pentatonic,1.5462499856948853,0.09436594769358635,"A4, C5, D5, E5, G5, A5"
